text,airline_sentiment
Nothing special about this flight.	neutral
The flight was enjoyable.	positive
The staff was kind.	positive
The flight was fine.	neutral
The staff was kind.	positive
The food was not good.	negative
The food was not good.	negative
The food was satisfactory.	neutral
The staff was amazing.	positive
The crew was friendly.	positive
The crew ignored my request.	negative
The flight was bad.	negative
The service was acceptable.	positive
The staff was helpful.	positive
The food was okay.	neutral
The service was acceptable.	positive
The food was not good.	negative
The entertainment was lacking.	neutral
The landing was smooth.	positive
The pilot was very professional.	positive
The service was acceptable.	positive
The food was not good.	negative
The flight was uneventful.	neutral
The flight was turbulent.	neutral
The baggage was lost.	negative
I hated the delay.	negative
The flight was uneventful.	neutral
The food was bland.	negative
The staff was rude.	negative
The flight was excellent.	positive
The flight was comfortable.	positive
The staff was rude.	negative
The luggage arrived late.	negative
The crew was friendly.	positive
The flight was not enjoyable.	negative
The boarding was quick.	positive
The flight was terrible.	negative
The flight was not enjoyable.	negative
The flight was not enjoyable.	negative
The seats were uncomfortable.	negative
The check-in process was smooth.	positive
The staff was polite.	positive
The plane was dirty.	negative
The flight was turbulent.	neutral
The flight was delayed for hours.	negative
The entertainment was lacking.	neutral
The crew was amazing!	positive
The flight was not smooth.	negative
The food was satisfactory.	neutral
The flight was excellent.	positive
The crew was friendly.	positive
The plane was dirty.	negative
The flight was average.	neutral
The staff was polite.	positive
The flight was comfortable.	positive
The flight was fine.	neutral
The entertainment was not bad.	neutral
The pilot was very professional.	positive
The staff was amazing.	positive
The staff was kind.	positive
The entertainment was not bad.	neutral
The entertainment was fine.	neutral
The flight was delayed for hours.	negative
The staff was helpful.	positive
The staff was cheerful.	positive
The flight was stressful.	negative
The drinks were fine.	neutral
The food was delicious.	positive
The flight was okay.	neutral
The staff was kind.	positive
The flight was fine.	neutral
The food was satisfactory.	neutral
The luggage arrived late.	negative
The food was bland.	negative
The flight was boring.	neutral
The crew was wonderful.	positive
The service was poor.	negative
The baggage was lost.	negative
The staff was cheerful.	positive
The staff was kind.	positive
The baggage was lost.	negative
The flight was stressful.	negative
The food was average.	neutral
The flight was not enjoyable.	negative
The food was cold.	negative
The staff was attentive.	positive
The food was cold.	negative
The flight was not long.	neutral
The flight was terrible.	negative
The flight was enjoyable.	positive
The crew was amazing!	positive
The crew was wonderful.	positive
I am never flying with them again.	negative
The staff was not rude.	neutral
The food was okay.	neutral
The staff was cheerful.	positive
The service was poor.	negative
The service was poor.	negative
The food was delicious.	positive
The food was bland.	negative
The food was expensive.	neutral
Nothing special about this flight.	neutral
Nothing special about this flight.	neutral
The food was okay.	neutral
I love this airline!	positive
The staff was rude.	negative
The flight was not enjoyable.	negative
The flight was turbulent.	neutral
The food was not bad.	neutral
The food was okay.	neutral
The entertainment was okay.	neutral
The staff was not rude.	neutral
The staff was rude.	negative
I hated the delay.	negative
The air conditioning was broken.	negative
The drinks were fine.	neutral
The flight was not long.	neutral
The staff was rude.	negative
The flight was on time.	neutral
The crew was wonderful.	positive
The flight was noisy.	negative
The flight was comfortable.	positive
The service was poor.	negative
The staff was amazing.	positive
The flight was not long.	neutral
The flight was enjoyable.	positive
The crew was inattentive.	negative
The flight was stressful.	negative
I love this airline!	positive
The plane was old.	neutral
The flight was okay.	neutral
The flight was not bad.	neutral
The flight was excellent.	positive
The check-in process was smooth.	positive
The staff was not rude.	neutral
The check-in process was smooth.	positive
The plane was dirty.	negative
The flight was okay.	neutral
I love this airline!	positive
The food was not bad.	neutral
The flight was not smooth.	negative
The crew ignored my request.	negative
Nothing special about this flight.	neutral
The staff was not rude.	neutral
The flight was uneventful.	neutral
I am never flying with them again.	negative
The staff was not helpful.	negative
The flight was fine.	neutral
The entertainment was fine.	neutral
The flight was noisy.	negative
The pilot was very professional.	positive
The food was bland.	negative
The boarding was quick.	positive
The entertainment was fine.	neutral
The food was okay.	neutral
The flight was enjoyable.	positive
The staff was not rude.	neutral
The food was bland.	negative
The flight was boring.	neutral
The food was delicious.	positive
The flight was not long.	neutral
The flight was not long.	neutral
The entertainment was lacking.	neutral
The staff was attentive.	positive
The flight was fine.	neutral
The staff was kind.	positive
The staff was rude.	negative
The flight was on time.	neutral
It was an average experience.	neutral
The staff was not helpful.	negative
The flight was uneventful.	neutral
The food was not bad.	neutral
The crew ignored my request.	negative
The staff was kind.	positive
The staff was very friendly.	positive
The entertainment was not bad.	neutral
The service was acceptable.	positive
It was an average experience.	neutral
The entertainment was great.	positive
The flight was not smooth.	negative
The plane was dirty.	negative
The food was satisfactory.	neutral
The boarding was quick.	positive
The food was not good.	negative
The service was acceptable.	positive
The food was cold.	negative
The flight was not enjoyable.	negative
The flight was not long.	neutral
The flight was not enjoyable.	negative
The flight was comfortable.	positive
The drinks were fine.	neutral
The flight was uneventful.	neutral
The drinks were fine.	neutral
The flight was excellent.	positive
I hated the delay.	negative
Nothing special about this flight.	neutral
The flight was comfortable.	positive
I hated the delay.	negative
The staff was very friendly.	positive
I hated the delay.	negative
The flight was okay.	neutral
The staff was not helpful.	negative
I hated the delay.	negative
The service was acceptable.	neutral
The flight was uneventful.	neutral
The flight was bad.	negative
The crew ignored my request.	negative
The flight was okay.	neutral
The plane was dirty.	negative
The staff was not rude.	neutral
The service was acceptable.	neutral
The entertainment was okay.	neutral
The flight was not long.	neutral
The flight was fine.	neutral
The staff was superb.	positive
The food was cold.	negative
The food was satisfactory.	neutral
The staff was polite.	positive
The food was expensive.	neutral
The staff was superb.	positive
I love this airline!	positive
The crew was wonderful.	positive
The flight was stressful.	negative
The air conditioning was broken.	negative
The food was delicious.	positive
The staff was rude.	negative
The staff was very friendly.	positive
The crew was friendly.	positive
The flight was excellent.	positive
The food was delicious.	positive
The boarding was quick.	positive
The entertainment was fine.	neutral
The food was not bad.	neutral
I love this airline!	positive
The flight was bad.	negative
The food was bland.	negative
The staff smiled a lot.	positive
The baggage was lost.	negative
The flight was uneventful.	neutral
The seats were uncomfortable.	negative
It was an average experience.	neutral
The flight was uneventful.	neutral
The flight was stressful.	negative
The staff was not helpful.	negative
The flight was delayed for hours.	negative
The staff was very friendly.	positive
The food was expensive.	neutral
The flight was not bad.	neutral
The food was not bad.	neutral
The crew was friendly.	positive
The drinks were fine.	neutral
The flight was on time.	neutral
The flight was excellent.	positive
The flight was delayed for hours.	negative
The staff smiled a lot.	positive
The food was expensive.	neutral
The landing was smooth.	positive
I hated the delay.	negative
The flight was boring.	neutral
The flight was not enjoyable.	negative
The entertainment was great.	positive
The check-in process was smooth.	positive
The crew was friendly.	positive
The crew was wonderful.	positive
The food was expensive.	neutral
The service was acceptable.	neutral
The food was bland.	negative
The landing was smooth.	positive
The entertainment was great.	positive
The entertainment was okay.	neutral
The entertainment was lacking.	neutral
The flight was terrible.	negative
The staff was very friendly.	positive
The check-in process was smooth.	positive
The entertainment was not bad.	neutral
The crew ignored my request.	negative
The staff was helpful.	positive
The crew was friendly.	positive
The flight was not enjoyable.	negative
The flight was bad.	negative
The food was cold.	negative
The entertainment was fine.	neutral
The food was satisfactory.	neutral
It was an average experience.	neutral
The entertainment was great.	positive
The flight was excellent.	positive
The landing was smooth.	positive
The food was bland.	negative
The seats were uncomfortable.	negative
The flight was uneventful.	neutral
The boarding was quick.	positive
It was an average experience.	neutral
The staff was cheerful.	positive
The food was okay.	neutral
The staff was not rude.	neutral
I am never flying with them again.	negative
The crew ignored my request.	negative
The staff was very friendly.	positive
The entertainment was not bad.	neutral
The staff was rude.	negative
The crew ignored my request.	negative
The flight was on time.	neutral
The crew was wonderful.	positive
The crew was inattentive.	negative
The food was not bad.	neutral
The food was delicious.	positive
The staff was very friendly.	positive
The staff was very friendly.	positive
The flight was turbulent.	neutral
The crew was friendly.	positive
The flight was not smooth.	negative
The flight was delayed for hours.	negative
The food was delicious.	positive
The staff was rude.	negative
The air conditioning was broken.	negative
The drinks were fine.	neutral
The entertainment was okay.	neutral
The crew was friendly.	positive
This was the worst flight ever.	negative
The food was not bad.	neutral
The boarding was quick.	positive
The service was acceptable.	positive
The restroom was not clean.	negative
The service was acceptable.	positive
The flight was fine.	neutral
The staff was not rude.	neutral
The staff was superb.	positive
It was an average experience.	neutral
The staff was attentive.	positive
The staff was cheerful.	positive
The crew was amazing!	positive
The flight was average.	neutral
The service was acceptable.	positive
The staff was very friendly.	positive
The flight was not smooth.	negative
The luggage arrived late.	negative
The flight was fine.	neutral
It was an average experience.	neutral
The crew was amazing!	positive
The staff was cheerful.	positive
The food was delicious.	positive
The flight was excellent.	positive
The flight was average.	neutral
The staff was rude.	negative
The flight was noisy.	negative
The luggage arrived late.	negative
The restroom was not clean.	negative
The food was not bad.	neutral
The staff was helpful.	positive
The air conditioning was broken.	negative
The staff was cheerful.	positive
Nothing special about this flight.	neutral
It was an average experience.	neutral
The service was poor.	negative
The food was not bad.	neutral
The drinks were fine.	neutral
The drinks were fine.	neutral
The staff was helpful.	positive
The baggage was lost.	negative
The pilot was very professional.	positive
The food was average.	neutral
The staff smiled a lot.	positive
The staff was superb.	positive
The pilot was very professional.	positive
The crew was wonderful.	positive
The flight was turbulent.	neutral
The staff was not rude.	neutral
The flight was enjoyable.	positive
The food was not good.	negative
The flight was turbulent.	neutral
The flight was on time.	neutral
The flight was bad.	negative
The flight was not enjoyable.	negative
The pilot was very professional.	positive
The check-in process was smooth.	positive
Nothing special about this flight.	neutral
The restroom was not clean.	negative
The flight was delayed for hours.	negative
The crew was friendly.	positive
The flight was uneventful.	neutral
The flight was excellent.	positive
The seats were uncomfortable.	negative
The flight was terrible.	negative
The crew was wonderful.	positive
The service was acceptable.	positive
The crew was friendly.	positive
The food was not good.	negative
The service was acceptable.	positive
I am never flying with them again.	negative
The flight was boring.	neutral
The flight was not bad.	neutral
The landing was smooth.	positive
The service was poor.	negative
I hated the delay.	negative
The pilot was very professional.	positive
The flight was turbulent.	neutral
I love this airline!	positive
The crew was amazing!	positive
The entertainment was great.	positive
The staff was kind.	positive
The food was okay.	neutral
The service was poor.	negative
The flight was uneventful.	neutral
The flight was bad.	negative
It was an average experience.	neutral
The flight was noisy.	negative
The baggage was lost.	negative
The crew was inattentive.	negative
The staff was kind.	positive
The flight was not long.	neutral
The crew was amazing!	positive
The food was satisfactory.	neutral
The flight was not long.	neutral
The staff was cheerful.	positive
The staff was polite.	positive
The entertainment was lacking.	neutral
The flight was stressful.	negative
The flight was not long.	neutral
The staff was cheerful.	positive
The flight was turbulent.	neutral
The food was bland.	negative
The staff smiled a lot.	positive
The entertainment was great.	positive
I am never flying with them again.	negative
The staff was very friendly.	positive
The flight was average.	neutral
The flight was not enjoyable.	negative
The flight was comfortable.	positive
The service was poor.	negative
The staff was attentive.	positive
The food was satisfactory.	neutral
The flight was bad.	negative
The flight was stressful.	negative
The service was poor.	negative
The crew was amazing!	positive
The baggage was lost.	negative
The flight was not enjoyable.	negative
The crew was friendly.	positive
The staff was cheerful.	positive
The check-in process was smooth.	positive
The entertainment was lacking.	neutral
The baggage was lost.	negative
The entertainment was okay.	neutral
The staff was very friendly.	positive
The food was satisfactory.	neutral
The flight was not enjoyable.	negative
The crew was inattentive.	negative
The baggage was lost.	negative
The food was delicious.	positive
The food was expensive.	neutral
The restroom was not clean.	negative
The staff smiled a lot.	positive
The flight was enjoyable.	positive
The food was not bad.	neutral
I hated the delay.	negative
The staff was kind.	positive
The landing was smooth.	positive
The flight was enjoyable.	positive
The entertainment was lacking.	neutral
The flight was bad.	negative
The flight was on time.	neutral
The crew was amazing!	positive
The food was delicious.	positive
The food was cold.	negative
This was the worst flight ever.	negative
The food was bland.	negative
The staff was amazing.	positive
The flight was uneventful.	neutral
The drinks were fine.	neutral
The food was satisfactory.	neutral
The service was poor.	negative
The flight was turbulent.	neutral
The landing was smooth.	positive
The food was satisfactory.	neutral
The staff smiled a lot.	positive
The entertainment was fine.	neutral
The food was bland.	negative
The flight was terrible.	negative
The food was expensive.	neutral
The staff was not rude.	neutral
The crew was amazing!	positive
The entertainment was not bad.	neutral
This was the worst flight ever.	negative
The staff was very friendly.	positive
The entertainment was great.	positive
The air conditioning was broken.	negative
The staff was superb.	positive
The flight was fine.	neutral
The air conditioning was broken.	negative
The flight was comfortable.	positive
The crew was wonderful.	positive
I hated the delay.	negative
The food was bland.	negative
The staff was not helpful.	negative
The check-in process was smooth.	positive
The entertainment was fine.	neutral
The flight was not long.	neutral
The restroom was not clean.	negative
The flight was boring.	neutral
I love this airline!	positive
The entertainment was fine.	neutral
The food was okay.	neutral
The plane was old.	neutral
The staff smiled a lot.	positive
The food was not good.	negative
The staff was superb.	positive
The baggage was lost.	negative
The staff was cheerful.	positive
The flight was average.	neutral
The food was delicious.	positive
The flight was enjoyable.	positive
I hated the delay.	negative
The baggage was lost.	negative
I hated the delay.	negative
The staff smiled a lot.	positive
The food was bland.	negative
The seats were uncomfortable.	negative
It was an average experience.	neutral
The staff was not helpful.	negative
The check-in process was smooth.	positive
The boarding was quick.	positive
The staff was polite.	positive
The crew was friendly.	positive
The food was bland.	negative
The staff was polite.	positive
The flight was not smooth.	negative
The service was acceptable.	neutral
The food was okay.	neutral
The staff was helpful.	positive
This was the worst flight ever.	negative
The food was average.	neutral
The crew was wonderful.	positive
The flight was comfortable.	positive
The drinks were fine.	neutral
The seats were uncomfortable.	negative
The plane was dirty.	negative
The flight was noisy.	negative
The crew was friendly.	positive
The flight was average.	neutral
The pilot was very professional.	positive
The flight was on time.	neutral
The seats were uncomfortable.	negative
The flight was fine.	neutral
The crew was inattentive.	negative
The entertainment was not bad.	neutral
The entertainment was fine.	neutral
I love this airline!	positive
I am never flying with them again.	negative
The entertainment was lacking.	neutral
The crew was wonderful.	positive
The flight was stressful.	negative
The flight was excellent.	positive
The staff was helpful.	positive
The entertainment was lacking.	neutral
The flight was noisy.	negative
The staff was very friendly.	positive
This was the worst flight ever.	negative
The entertainment was fine.	neutral
The flight was turbulent.	neutral
The service was acceptable.	positive
The staff was superb.	positive
Nothing special about this flight.	neutral
The food was satisfactory.	neutral
The landing was smooth.	positive
The plane was dirty.	negative
The flight was terrible.	negative
The landing was smooth.	positive
The service was acceptable.	positive
The food was satisfactory.	neutral
The food was cold.	negative
The food was average.	neutral
The staff was not helpful.	negative
The landing was smooth.	positive
The flight was boring.	neutral
The food was delicious.	positive
It was an average experience.	neutral
The food was not good.	negative
The crew was friendly.	positive
The food was okay.	neutral
The food was average.	neutral
The baggage was lost.	negative
The flight was not long.	neutral
The flight was not bad.	neutral
The restroom was not clean.	negative
The staff was not rude.	neutral
The staff was very friendly.	positive
The flight was enjoyable.	positive
The crew was inattentive.	negative
The baggage was lost.	negative
The check-in process was smooth.	positive
The flight was boring.	neutral
The staff was helpful.	positive
The staff was kind.	positive
The staff was kind.	positive
The flight was average.	neutral
The food was bland.	negative
The flight was average.	neutral
I love this airline!	positive
I love this airline!	positive
The staff was rude.	negative
The flight was delayed for hours.	negative
The staff was kind.	positive
The flight was not smooth.	negative
The staff was kind.	positive
The pilot was very professional.	positive
The flight was enjoyable.	positive
The flight was uneventful.	neutral
The flight was okay.	neutral
The flight was enjoyable.	positive
I love this airline!	positive
The crew was friendly.	positive
The staff was not helpful.	negative
The pilot was very professional.	positive
The staff was not rude.	neutral
The flight was enjoyable.	positive
The plane was old.	neutral
The food was satisfactory.	neutral
The flight was okay.	neutral
This was the worst flight ever.	negative
The flight was comfortable.	positive
The flight was excellent.	positive
The boarding was quick.	positive
The pilot was very professional.	positive
The crew was amazing!	positive
I love this airline!	positive
I am never flying with them again.	negative
The flight was not bad.	neutral
The landing was smooth.	positive
The food was satisfactory.	neutral
The flight was enjoyable.	positive
I hated the delay.	negative
The luggage arrived late.	negative
The flight was delayed for hours.	negative
The staff was helpful.	positive
The plane was old.	neutral
It was an average experience.	neutral
The pilot was very professional.	positive
The staff smiled a lot.	positive
The flight was not enjoyable.	negative
The flight was terrible.	negative
I love this airline!	positive
The entertainment was lacking.	neutral
The staff was attentive.	positive
The entertainment was fine.	neutral
The flight was excellent.	positive
The service was acceptable.	neutral
The flight was not enjoyable.	negative
The staff was rude.	negative
The staff was helpful.	positive
The food was expensive.	neutral
The entertainment was okay.	neutral
The flight was stressful.	negative
The flight was noisy.	negative
The staff smiled a lot.	positive
The service was poor.	negative
The flight was not enjoyable.	negative
The food was not bad.	neutral
The drinks were fine.	neutral
The staff was not rude.	neutral
The staff was kind.	positive
The service was acceptable.	positive
The food was cold.	negative
The food was cold.	negative
The entertainment was okay.	neutral
The flight was average.	neutral
The staff was kind.	positive
The crew was inattentive.	negative
The boarding was quick.	positive
The baggage was lost.	negative
The staff was polite.	positive
The plane was dirty.	negative
The flight was uneventful.	neutral
The flight was average.	neutral
The flight was not bad.	neutral
The staff was attentive.	positive
The flight was not long.	neutral
The flight was delayed for hours.	negative
Nothing special about this flight.	neutral
The flight was delayed for hours.	negative
The food was cold.	negative
The flight was bad.	negative
The staff smiled a lot.	positive
The plane was old.	neutral
The service was acceptable.	neutral
It was an average experience.	neutral
The staff was not helpful.	negative
The flight was stressful.	negative
The landing was smooth.	positive
The landing was smooth.	positive
The flight was excellent.	positive
The crew was friendly.	positive
The restroom was not clean.	negative
The staff was helpful.	positive
The flight was fine.	neutral
The flight was excellent.	positive
The flight was okay.	neutral
The staff was kind.	positive
The entertainment was fine.	neutral
The flight was delayed for hours.	negative
The flight was excellent.	positive
The restroom was not clean.	negative
The service was acceptable.	neutral
The food was cold.	negative
The baggage was lost.	negative
The staff was rude.	negative
The entertainment was not bad.	neutral
The staff was polite.	positive
The pilot was very professional.	positive
The food was cold.	negative
The staff was rude.	negative
The flight was not enjoyable.	negative
The staff was amazing.	positive
The flight was average.	neutral
The flight was terrible.	negative
The flight was average.	neutral
The entertainment was fine.	neutral
The flight was bad.	negative
The flight was uneventful.	neutral
Nothing special about this flight.	neutral
The staff was attentive.	positive
The staff was cheerful.	positive
The staff was polite.	positive
The crew was inattentive.	negative
The flight was enjoyable.	positive
The flight was not bad.	neutral
The flight was average.	neutral
The entertainment was lacking.	neutral
The staff was attentive.	positive
The flight was not smooth.	negative
The crew was amazing!	positive
The flight was excellent.	positive
The food was okay.	neutral
The plane was old.	neutral
The crew ignored my request.	negative
The plane was old.	neutral
The flight was comfortable.	positive
The flight was not enjoyable.	negative
The flight was not smooth.	negative
The food was okay.	neutral
The staff was very friendly.	positive
The staff was very friendly.	positive
The crew was inattentive.	negative
The boarding was quick.	positive
The crew ignored my request.	negative
It was an average experience.	neutral
The flight was turbulent.	neutral
The flight was turbulent.	neutral
The air conditioning was broken.	negative
The food was satisfactory.	neutral
The flight was not enjoyable.	negative
This was the worst flight ever.	negative
Nothing special about this flight.	neutral
The staff was amazing.	positive
The food was cold.	negative
The flight was uneventful.	neutral
The crew was wonderful.	positive
The baggage was lost.	negative
The staff was not rude.	neutral
I love this airline!	positive
The air conditioning was broken.	negative
The flight was not long.	neutral
The food was okay.	neutral
The service was poor.	negative
The landing was smooth.	positive
The food was bland.	negative
The flight was not long.	neutral
The air conditioning was broken.	negative
The entertainment was fine.	neutral
The staff was cheerful.	positive
The seats were uncomfortable.	negative
The food was okay.	neutral
The staff was very friendly.	positive
The drinks were fine.	neutral
The crew was wonderful.	positive
The staff smiled a lot.	positive
The flight was on time.	neutral
The flight was excellent.	positive
The flight was boring.	neutral
The crew was inattentive.	negative
It was an average experience.	neutral
The staff was polite.	positive
The food was bland.	negative
The boarding was quick.	positive
The flight was not enjoyable.	negative
The staff was kind.	positive
The entertainment was lacking.	neutral
This was the worst flight ever.	negative
The flight was not long.	neutral
The flight was not smooth.	negative
The staff was not helpful.	negative
The seats were uncomfortable.	negative
The staff was attentive.	positive
The landing was smooth.	positive
The flight was delayed for hours.	negative
The entertainment was fine.	neutral
The baggage was lost.	negative
The entertainment was okay.	neutral
I am never flying with them again.	negative
The food was cold.	negative
The luggage arrived late.	negative
The flight was stressful.	negative
The seats were uncomfortable.	negative
The food was delicious.	positive
The food was not bad.	neutral
The flight was not bad.	neutral
The staff was helpful.	positive
The staff was not rude.	neutral
The check-in process was smooth.	positive
The crew ignored my request.	negative
The flight was noisy.	negative
The service was acceptable.	neutral
The staff was very friendly.	positive
The staff was polite.	positive
The drinks were fine.	neutral
The flight was not enjoyable.	negative
The staff was cheerful.	positive
It was an average experience.	neutral
This was the worst flight ever.	negative
The flight was enjoyable.	positive
The drinks were fine.	neutral
I love this airline!	positive
The entertainment was great.	positive
The staff was not helpful.	negative
The food was bland.	negative
The service was poor.	negative
The flight was not smooth.	negative
The plane was old.	neutral
The flight was okay.	neutral
The flight was bad.	negative
The food was bland.	negative
The flight was not smooth.	negative
The food was okay.	neutral
This was the worst flight ever.	negative
The flight was not smooth.	negative
The baggage was lost.	negative
The staff was polite.	positive
It was an average experience.	neutral
The crew was friendly.	positive
I love this airline!	positive
The staff was superb.	positive
The flight was bad.	negative
The flight was not bad.	neutral
The food was okay.	neutral
The staff was amazing.	positive
I hated the delay.	negative
The seats were uncomfortable.	negative
The flight was bad.	negative
Nothing special about this flight.	neutral
The pilot was very professional.	positive
The staff was very friendly.	positive
The plane was dirty.	negative
The flight was delayed for hours.	negative
The staff was not rude.	neutral
The staff smiled a lot.	positive
The flight was delayed for hours.	negative
The staff was helpful.	positive
The staff was rude.	negative
The air conditioning was broken.	negative
The food was not good.	negative
The food was bland.	negative
The staff was very friendly.	positive
The staff was cheerful.	positive
Nothing special about this flight.	neutral
The flight was noisy.	negative
The entertainment was great.	positive
The staff was amazing.	positive
The luggage arrived late.	negative
The flight was noisy.	negative
The plane was dirty.	negative
The food was average.	neutral
The plane was old.	neutral
The food was cold.	negative
The service was poor.	negative
I am never flying with them again.	negative
The flight was noisy.	negative
The drinks were fine.	neutral
The staff was superb.	positive
The flight was not long.	neutral
The air conditioning was broken.	negative
Nothing special about this flight.	neutral
The flight was boring.	neutral
The crew was friendly.	positive
The entertainment was okay.	neutral
I love this airline!	positive
The boarding was quick.	positive
The service was acceptable.	neutral
The flight was on time.	neutral
The staff was kind.	positive
The staff was amazing.	positive
The flight was enjoyable.	positive
The food was delicious.	positive
The staff was cheerful.	positive
The entertainment was lacking.	neutral
Nothing special about this flight.	neutral
I hated the delay.	negative
The crew ignored my request.	negative
The flight was noisy.	negative
The staff was helpful.	positive
The staff was attentive.	positive
The food was cold.	negative
The flight was delayed for hours.	negative
The seats were uncomfortable.	negative
Nothing special about this flight.	neutral
The seats were uncomfortable.	negative
The entertainment was not bad.	neutral
It was an average experience.	neutral
The flight was not bad.	neutral
The flight was okay.	neutral
The flight was boring.	neutral
The food was expensive.	neutral
The flight was excellent.	positive
The service was acceptable.	neutral
The staff was amazing.	positive
I love this airline!	positive
I am never flying with them again.	negative
The crew was friendly.	positive
The check-in process was smooth.	positive
The landing was smooth.	positive
The staff was attentive.	positive
I am never flying with them again.	negative
The flight was on time.	neutral
The food was average.	neutral
The flight was enjoyable.	positive
I am never flying with them again.	negative
The flight was stressful.	negative
The staff smiled a lot.	positive
The staff was kind.	positive
The entertainment was lacking.	neutral
The service was acceptable.	positive
The service was acceptable.	positive
The staff was superb.	positive
The service was acceptable.	positive
The seats were uncomfortable.	negative
The flight was boring.	neutral
The plane was dirty.	negative
The food was bland.	negative
The crew was friendly.	positive
I hated the delay.	negative
The food was average.	neutral
The drinks were fine.	neutral
The flight was average.	neutral
The boarding was quick.	positive
The entertainment was not bad.	neutral
The flight was terrible.	negative
The staff was not rude.	neutral
I hated the delay.	negative
The staff was kind.	positive
The service was acceptable.	positive
The crew was wonderful.	positive
The crew was amazing!	positive
The crew was inattentive.	negative
The food was not good.	negative
This was the worst flight ever.	negative
Nothing special about this flight.	neutral
The food was not bad.	neutral
The crew was friendly.	positive
The flight was on time.	neutral
The staff was very friendly.	positive
The crew was inattentive.	negative
The service was acceptable.	positive
The flight was okay.	neutral
The check-in process was smooth.	positive
The entertainment was lacking.	neutral
The flight was comfortable.	positive
The entertainment was okay.	neutral
The staff was helpful.	positive
The food was cold.	negative
The service was acceptable.	positive
The food was delicious.	positive
The food was bland.	negative
The landing was smooth.	positive
The staff smiled a lot.	positive
The entertainment was lacking.	neutral
The flight was boring.	neutral
The crew was inattentive.	negative
The crew was friendly.	positive
The food was average.	neutral
The staff was cheerful.	positive
It was an average experience.	neutral
The flight was delayed for hours.	negative
The food was cold.	negative
The flight was uneventful.	neutral
The food was satisfactory.	neutral
The flight was excellent.	positive
The staff was very friendly.	positive
The entertainment was lacking.	neutral
The staff was rude.	negative
The flight was enjoyable.	positive
The entertainment was great.	positive
The food was okay.	neutral
The landing was smooth.	positive
The boarding was quick.	positive
The crew was wonderful.	positive
The flight was stressful.	negative
The staff was very friendly.	positive
The flight was delayed for hours.	negative
The flight was comfortable.	positive
The staff was amazing.	positive
The flight was terrible.	negative
The crew was wonderful.	positive
The check-in process was smooth.	positive
The flight was noisy.	negative
The food was okay.	neutral
The flight was noisy.	negative
The plane was dirty.	negative
The food was expensive.	neutral
The flight was enjoyable.	positive
The food was average.	neutral
The flight was excellent.	positive
The flight was on time.	neutral
The entertainment was great.	positive
The flight was excellent.	positive
The staff was kind.	positive
The food was bland.	negative
The staff was not helpful.	negative
The food was bland.	negative
I love this airline!	positive
The food was cold.	negative
The plane was dirty.	negative
The baggage was lost.	negative
The service was acceptable.	positive
The entertainment was fine.	neutral
The seats were uncomfortable.	negative
The food was expensive.	neutral
The staff was helpful.	positive
It was an average experience.	neutral
The food was average.	neutral
The flight was bad.	negative
The flight was turbulent.	neutral
The luggage arrived late.	negative
Nothing special about this flight.	neutral
The seats were uncomfortable.	negative
This was the worst flight ever.	negative
The flight was average.	neutral
The entertainment was not bad.	neutral
The crew was friendly.	positive
The flight was not long.	neutral
The food was not good.	negative
The plane was dirty.	negative
The staff was not helpful.	negative
The flight was turbulent.	neutral
The service was poor.	negative
The food was delicious.	positive
I hated the delay.	negative
The flight was on time.	neutral
The staff was cheerful.	positive
The flight was uneventful.	neutral
It was an average experience.	neutral
The check-in process was smooth.	positive
The flight was noisy.	negative
The food was satisfactory.	neutral
The staff was amazing.	positive
The flight was not smooth.	negative
The crew was inattentive.	negative
The flight was average.	neutral
The drinks were fine.	neutral
The flight was not enjoyable.	negative
The food was bland.	negative
The plane was dirty.	negative
The food was delicious.	positive
The boarding was quick.	positive
The staff was amazing.	positive
The entertainment was okay.	neutral
The crew ignored my request.	negative
The food was cold.	negative
The entertainment was okay.	neutral
The staff was not rude.	neutral
The flight was stressful.	negative
I am never flying with them again.	negative
The crew was inattentive.	negative
The entertainment was lacking.	neutral
The flight was okay.	neutral
I am never flying with them again.	negative
The food was bland.	negative
Nothing special about this flight.	neutral
The flight was boring.	neutral
The plane was old.	neutral
The flight was not bad.	neutral
The boarding was quick.	positive
The service was poor.	negative
The pilot was very professional.	positive
The flight was not long.	neutral
The flight was stressful.	negative
The staff was attentive.	positive
The luggage arrived late.	negative
The landing was smooth.	positive
The drinks were fine.	neutral
The service was poor.	negative
The food was satisfactory.	neutral
The food was satisfactory.	neutral
The entertainment was fine.	neutral
The staff smiled a lot.	positive
The crew was amazing!	positive
The baggage was lost.	negative
The flight was okay.	neutral
The food was cold.	negative
The staff was kind.	positive
The crew ignored my request.	negative
The food was cold.	negative
The staff was helpful.	positive
The staff was not helpful.	negative
The restroom was not clean.	negative
The staff was attentive.	positive
The staff was polite.	positive
The flight was fine.	neutral
The plane was dirty.	negative
The crew was wonderful.	positive
The plane was old.	neutral
The entertainment was lacking.	neutral
The crew was amazing!	positive
The flight was not smooth.	negative
The seats were uncomfortable.	negative
The staff was amazing.	positive
The staff was superb.	positive
The staff was amazing.	positive
The crew was wonderful.	positive
The entertainment was lacking.	neutral
The flight was bad.	negative
The flight was fine.	neutral
The food was average.	neutral
The baggage was lost.	negative
The staff was not rude.	neutral
The entertainment was great.	positive
The entertainment was great.	positive
The service was poor.	negative
